Outlier Threshold,Factor,Factor Outlier Count,Total Outlier,Factor Outlier Count (% of Outliers),Total count of Factor,Factor Outlier Count (% of Total count of Factor)
2,ID_Bank_Indonesia_7D_Reverse_Repo,4,273,1.47,92,4.35
2,US_Existing_Home_Sales,5,273,1.83,123,4.07
2,ID_holiday,4,273,1.47,123,3.25
2,ID_CPI_YoY,1,273,0.37,73,1.37
3,ID_GDP_YoY,1,95,1.05,26,3.85
3,ID_CB,3,95,3.16,92,3.26
3,ID_Bank_Indonesia_7D_Reverse_Repo,3,95,3.16,92,3.26
3,US_CB,3,95,3.16,97,3.09
3,US_FOMC_Rate_Decision_Upper_Bound,3,95,3.16,97,3.09
3,US_New_Home_Sales,4,95,4.21,130,3.08
3,US_Leading_Index,4,95,4.21,141,2.84
3,US_Housing_Starts,4,95,4.21,144,2.78
3,US_GDP_Annualized_QoQ,4,95,4.21,144,2.78
3,US_CPI_YoY,4,95,4.21,146,2.74
3,US_Existing_Home_Sales,3,95,3.16,123,2.44
3,US_MBA_Mortgage_Applications,14,95,14.74,636,2.2
3,US_SP_Global_US_Manufacturing_PMI,4,95,4.21,195,2.05
3,US_Change_in_Nonfarm_Payrolls,3,95,3.16,147,2.04
3,US_Unemployment_Rate,3,95,3.16,147,2.04
3,US_holiday,1,95,1.05,54,1.85
3,US_Initial_Jobless_Claims,11,95,11.58,636,1.73
3,US_U_of_Mich_Sentiment,5,95,5.26,291,1.72
3,US_Personal_Spending,2,95,2.11,116,1.72
3,US_Personal_Income,2,95,2.11,116,1.72
3,US_Factory_Orders,2,95,2.11,123,1.63
3,US_MNI_Chicago_PMI,2,95,2.11,127,1.57
3,US_Durable_Goods_Orders,3,95,3.16,207,1.45
3,US_Conf_Board_Consumer_Confidence,2,95,2.11,146,1.37
3,US_ADP_Employment_Change,2,95,2.11,146,1.37
3,US_Trade_Balance,2,95,2.11,147,1.36
3,US_ISM_Manufacturing,1,95,1.05,94,1.06
3,US_Empire_Manufacturing,1,95,1.05,96,1.04
3,ID_holiday,1,95,1.05,123,0.81
3,ID_SP_Global_Indonesia_PMI_Mfg,0,95,0,24,0
3,ID_CPI_YoY,0,95,0,73,0
4,ID_GDP_YoY,1,43,2.33,26,3.85
4,ID_Bank_Indonesia_7D_Reverse_Repo,2,43,4.65,92,2.17
4,ID_CB,2,43,4.65,92,2.17
4,US_Leading_Index,3,43,6.98,141,2.13
4,US_Existing_Home_Sales,2,43,4.65,123,1.63
4,US_MNI_Chicago_PMI,2,43,4.65,127,1.57
4,US_Housing_Starts,2,43,4.65,144,1.39
4,US_Initial_Jobless_Claims,7,43,16.28,636,1.1
4,US_ISM_Manufacturing,1,43,2.33,94,1.06
4,US_U_of_Mich_Sentiment,3,43,6.98,291,1.03
4,US_CB,1,43,2.33,97,1.03
4,US_FOMC_Rate_Decision_Upper_Bound,1,43,2.33,97,1.03
4,US_Personal_Income,1,43,2.33,116,0.86
4,US_Personal_Spending,1,43,2.33,116,0.86
4,US_Factory_Orders,1,43,2.33,123,0.81
4,US_New_Home_Sales,1,43,2.33,130,0.77
4,US_GDP_Annualized_QoQ,1,43,2.33,144,0.69
4,US_ADP_Employment_Change,1,43,2.33,146,0.68
4,US_Trade_Balance,1,43,2.33,147,0.68
4,US_Conf_Board_Consumer_Confidence,1,43,2.33,146,0.68
4,US_MBA_Mortgage_Applications,4,43,9.3,636,0.63
4,US_SP_Global_US_Manufacturing_PMI,1,43,2.33,195,0.51
4,US_Durable_Goods_Orders,1,43,2.33,207,0.48
4,ID_SP_Global_Indonesia_PMI_Mfg,0,43,0,24,0
4,ID_CPI_YoY,0,43,0,73,0
4,US_holiday,0,43,0,54,0
4,ID_holiday,0,43,0,123,0
4,US_CPI_YoY,0,43,0,146,0
4,US_Unemployment_Rate,0,43,0,147,0
4,US_Change_in_Nonfarm_Payrolls,0,43,0,147,0
4,US_Empire_Manufacturing,0,43,0,96,0
