Outlier Threshold,Factor,Factor Outlier Count,Total Outlier,Factor Outlier Count (% of Outliers),Total count of Factor,Factor Outlier Count (% of Total count of Factor)
3,KR_GDP_SA_QoQ,0,46,0,100,0
3,US_Housing_Starts,0,46,0,148,0
4,US_Leading_Index,5,18,27.78,144,3.47
4,KR_Exports_YoY,2,18,11.11,107,1.87
4,US_New_Home_Sales,2,18,11.11,132,1.52
4,KR_SP_Global_South_Korea_PMI_Mfg,1,18,5.56,88,1.14
4,US_ISM_Manufacturing,1,18,5.56,96,1.04
4,US_SP_Global_US_Manufacturing_PMI,2,18,11.11,201,1
4,US_Durable_Goods_Orders,2,18,11.11,210,0.95
4,US_Personal_Income,1,18,5.56,119,0.84
4,US_Personal_Spending,1,18,5.56,119,0.84
4,US_Existing_Home_Sales,1,18,5.56,126,0.79
4,KR_CPI_YoY,1,18,5.56,132,0.76
4,US_GDP_Annualized_QoQ,1,18,5.56,147,0.68
4,US_U_of_Mich_Sentiment,2,18,11.11,298,0.67
4,US_CPI_YoY,1,18,5.56,150,0.67
4,US_Unemployment_Rate,1,18,5.56,150,0.67
4,US_Change_in_Nonfarm_Payrolls,1,18,5.56,150,0.67
4,US_Trade_Balance,1,18,5.56,150,0.67
4,US_ADP_Employment_Change,1,18,5.56,149,0.67
4,US_Initial_Jobless_Claims,4,18,22.22,650,0.62
4,US_MBA_Mortgage_Applications,1,18,5.56,650,0.15
4,US_MNI_Chicago_PMI,0,18,0,130,0
4,KR_BoK_7Day_Repo_Rate,0,18,0,124,0
4,KR_Unemployment_rate_SA,0,18,0,150,0
4,KR_GDP_YoY,0,18,0,100,0
4,KR_GDP_SA_QoQ,0,18,0,100,0
4,KR_Industrial_Production_YoY,0,18,0,133,0
4,US_holiday,0,18,0,55,0
4,US_FOMC_Rate_Decision_Upper_Bound,0,18,0,100,0
4,US_Conf_Board_Consumer_Confidence,0,18,0,149,0
4,KR_holiday,0,18,0,126,0
4,US_Empire_Manufacturing,0,18,0,97,0
4,US_Factory_Orders,0,18,0,126,0
4,KR_CB,0,18,0,124,0
4,US_CB,0,18,0,100,0
4,US_Housing_Starts,0,18,0,148,0
