Outlier Threshold,Factor,Factor Outlier Count,Total Outlier,Factor Outlier Count (% of Outliers),Total count of Factor,Factor Outlier Count (% of Total count of Factor)
2,US_SP_Global_US_Manufacturing_PMI,21,363,5.79,201,10.45
2,US_Leading_Index,15,363,4.13,144,10.42
2,US_Personal_Income,12,363,3.31,119,10.08
2,US_Personal_Spending,12,363,3.31,119,10.08
2,US_ADP_Employment_Change,15,363,4.13,149,10.07
2,US_Durable_Goods_Orders,21,363,5.79,210,10
2,US_U_of_Mich_Sentiment,27,363,7.44,298,9.06
2,US_Existing_Home_Sales,11,363,3.03,126,8.73
2,US_MBA_Mortgage_Applications,51,363,14.05,650,7.85
2,US_FOMC_Rate_Decision_Upper_Bound,7,363,1.93,100,7
2,US_CB,7,363,1.93,100,7
2,US_New_Home_Sales,9,363,2.48,132,6.82
2,US_GDP_Annualized_QoQ,10,363,2.75,147,6.8
2,US_Housing_Starts,10,363,2.75,148,6.76
2,US_Conf_Board_Consumer_Confidence,8,363,2.2,149,5.37
2,CH_CB,0,363,0,0,
3,CH_SNB_Policy_Rate,3,138,2.17,16,18.75
3,US_Change_in_Nonfarm_Payrolls,28,138,20.29,150,18.67
3,US_Unemployment_Rate,28,138,20.29,150,18.67
3,CH_Foreign_Currency_Reserves,16,138,11.59,130,12.31
3,US_holiday,5,138,3.62,55,9.09
3,CH_CPI_YoY,10,138,7.25,122,8.2
3,US_CPI_YoY,11,138,7.97,150,7.33
3,US_Trade_Balance,10,138,7.25,150,6.67
3,CH_holiday,4,138,2.9,65,6.15
3,US_Factory_Orders,7,138,5.07,126,5.56
3,US_Initial_Jobless_Claims,33,138,23.91,650,5.08
3,CH_PMI_Manufacturing,4,138,2.9,93,4.3
3,US_Leading_Index,6,138,4.35,144,4.17
3,US_Housing_Starts,5,138,3.62,148,3.38
3,US_Personal_Spending,4,138,2.9,119,3.36
3,US_U_of_Mich_Sentiment,10,138,7.25,298,3.36
3,US_Personal_Income,4,138,2.9,119,3.36
3,US_Durable_Goods_Orders,7,138,5.07,210,3.33
3,US_Empire_Manufacturing,3,138,2.17,97,3.09
3,US_New_Home_Sales,4,138,2.9,132,3.03
3,US_Existing_Home_Sales,3,138,2.17,126,2.38
3,US_MNI_Chicago_PMI,3,138,2.17,130,2.31
3,US_ISM_Manufacturing,2,138,1.45,96,2.08
3,US_ADP_Employment_Change,3,138,2.17,149,2.01
3,US_MBA_Mortgage_Applications,13,138,9.42,650,2
3,US_SP_Global_US_Manufacturing_PMI,4,138,2.9,201,1.99
3,US_GDP_Annualized_QoQ,2,138,1.45,147,1.36
3,US_Conf_Board_Consumer_Confidence,2,138,1.45,149,1.34
3,US_FOMC_Rate_Decision_Upper_Bound,1,138,0.72,100,1
3,US_CB,1,138,0.72,100,1
3,CH_CB,0,138,0,0,
4,US_Unemployment_Rate,16,79,20.25,150,10.67
4,US_Change_in_Nonfarm_Payrolls,16,79,20.25,150,10.67
4,CH_SNB_Policy_Rate,1,79,1.27,16,6.25
4,CH_Foreign_Currency_Reserves,8,79,10.13,130,6.15
4,US_CPI_YoY,9,79,11.39,150,6
4,CH_CPI_YoY,7,79,8.86,122,5.74
4,US_holiday,2,79,2.53,55,3.64
4,US_Initial_Jobless_Claims,19,79,24.05,650,2.92
4,US_Trade_Balance,4,79,5.06,150,2.67
4,CH_PMI_Manufacturing,2,79,2.53,93,2.15
4,US_Leading_Index,3,79,3.8,144,2.08
4,US_Empire_Manufacturing,2,79,2.53,97,2.06
4,US_U_of_Mich_Sentiment,6,79,7.59,298,2.01
4,US_Factory_Orders,2,79,2.53,126,1.59
4,CH_holiday,1,79,1.27,65,1.54
4,US_New_Home_Sales,2,79,2.53,132,1.52
4,US_GDP_Annualized_QoQ,2,79,2.53,147,1.36
4,US_Housing_Starts,2,79,2.53,148,1.35
4,US_MBA_Mortgage_Applications,7,79,8.86,650,1.08
4,US_ISM_Manufacturing,1,79,1.27,96,1.04
4,US_CB,1,79,1.27,100,1
4,US_FOMC_Rate_Decision_Upper_Bound,1,79,1.27,100,1
4,US_SP_Global_US_Manufacturing_PMI,2,79,2.53,201,1
4,US_Durable_Goods_Orders,2,79,2.53,210,0.95
4,US_MNI_Chicago_PMI,1,79,1.27,130,0.77
4,US_ADP_Employment_Change,1,79,1.27,149,0.67
4,US_Conf_Board_Consumer_Confidence,1,79,1.27,149,0.67
4,US_Existing_Home_Sales,0,79,0,126,0
4,US_Personal_Spending,0,79,0,119,0
4,US_Personal_Income,0,79,0,119,0
4,CH_CB,0,79,0,0,
