Outlier Threshold,Factor,Factor Outlier Count,Total Outlier,Factor Outlier Count (% of Outliers),Total count of Factor,Factor Outlier Count (% of Total count of Factor)
3,NZ_RBNZ_Official_Cash_Rate,49,233,21.03,81,60.49
3,NZ_CB,49,233,21.03,81,60.49
3,US_holiday,15,233,6.44,51,29.41
3,NZ_holiday,11,233,4.72,56,19.64
3,NZ_REINZ_House_Sales_YoY,13,233,5.58,79,16.46
3,US_CPI_YoY,20,233,8.58,134,14.93
3,NZ_CPI_QoQ,5,233,2.15,38,13.16
3,US_Unemployment_Rate,17,233,7.3,134,12.69
3,US_Change_in_Nonfarm_Payrolls,17,233,7.3,134,12.69
3,US_Personal_Income,13,233,5.58,110,11.82
3,US_Personal_Spending,13,233,5.58,110,11.82
3,US_U_of_Mich_Sentiment,31,233,13.3,266,11.65
3,NZ_Unemployment_Rate,5,233,2.15,45,11.11
3,US_Trade_Balance,14,233,6.01,134,10.45
3,US_GDP_Annualized_QoQ,13,233,5.58,131,9.92
3,US_Initial_Jobless_Claims,51,233,21.89,581,8.78
3,US_MBA_Mortgage_Applications,49,233,21.03,582,8.42
3,US_New_Home_Sales,10,233,4.29,119,8.4
3,US_Empire_Manufacturing,7,233,3,85,8.24
3,NZ_Trade_Balance_NZD,10,233,4.29,122,8.2
3,US_Durable_Goods_Orders,16,233,6.87,196,8.16
3,US_Leading_Index,9,233,3.86,128,7.03
3,US_MNI_Chicago_PMI,8,233,3.43,118,6.78
3,US_ADP_Employment_Change,9,233,3.86,134,6.72
3,US_SP_Global_US_Manufacturing_PMI,12,233,5.15,189,6.35
3,US_Factory_Orders,7,233,3,113,6.19
3,NZ_BusinessNZ_Manufacturing_PMI,7,233,3,134,5.22
3,US_ISM_Manufacturing,4,233,1.72,85,4.71
3,US_Existing_Home_Sales,4,233,1.72,112,3.57
3,US_FOMC_Rate_Decision_Upper_Bound,3,233,1.29,89,3.37
3,US_CB,3,233,1.29,89,3.37
3,US_Housing_Starts,4,233,1.72,132,3.03
3,US_Conf_Board_Consumer_Confidence,4,233,1.72,133,3.01
3,NZ_GDP_SA_QoQ,0,233,0,45,0
4,NZ_RBNZ_Official_Cash_Rate,36,131,27.48,81,44.44
4,NZ_CB,36,131,27.48,81,44.44
4,NZ_REINZ_House_Sales_YoY,10,131,7.63,79,12.66
4,US_CPI_YoY,16,131,12.21,134,11.94
4,US_holiday,5,131,3.82,51,9.8
4,NZ_Unemployment_Rate,4,131,3.05,45,8.89
4,US_Unemployment_Rate,11,131,8.4,134,8.21
4,US_Change_in_Nonfarm_Payrolls,11,131,8.4,134,8.21
4,NZ_CPI_QoQ,3,131,2.29,38,7.89
4,US_Trade_Balance,10,131,7.63,134,7.46
4,US_U_of_Mich_Sentiment,19,131,14.5,266,7.14
4,US_MBA_Mortgage_Applications,35,131,26.72,582,6.01
4,NZ_Trade_Balance_NZD,7,131,5.34,122,5.74
4,US_Leading_Index,7,131,5.34,128,5.47
4,US_GDP_Annualized_QoQ,7,131,5.34,131,5.34
4,US_ADP_Employment_Change,7,131,5.34,134,5.22
4,US_Personal_Income,5,131,3.82,110,4.55
4,US_Personal_Spending,5,131,3.82,110,4.55
4,US_Initial_Jobless_Claims,25,131,19.08,581,4.3
4,US_MNI_Chicago_PMI,5,131,3.82,118,4.24
4,US_New_Home_Sales,5,131,3.82,119,4.2
4,NZ_holiday,2,131,1.53,56,3.57
4,US_Durable_Goods_Orders,6,131,4.58,196,3.06
4,US_Existing_Home_Sales,3,131,2.29,112,2.68
4,US_SP_Global_US_Manufacturing_PMI,5,131,3.82,189,2.65
4,US_ISM_Manufacturing,2,131,1.53,85,2.35
4,US_Empire_Manufacturing,2,131,1.53,85,2.35
4,US_CB,2,131,1.53,89,2.25
4,US_FOMC_Rate_Decision_Upper_Bound,2,131,1.53,89,2.25
4,NZ_BusinessNZ_Manufacturing_PMI,3,131,2.29,134,2.24
4,US_Factory_Orders,2,131,1.53,113,1.77
4,US_Housing_Starts,2,131,1.53,132,1.52
4,US_Conf_Board_Consumer_Confidence,1,131,0.76,133,0.75
4,NZ_GDP_SA_QoQ,0,131,0,45,0
