Outlier Threshold,Factor,Factor Outlier Count,Total Outlier,Factor Outlier Count (% of Outliers),Total count of Factor,Factor Outlier Count (% of Total count of Factor)
2,US_Factory_Orders,25,379,6.6,113,22.12
2,US_holiday,11,379,2.9,51,21.57
2,US_Leading_Index,25,379,6.6,128,19.53
2,US_Initial_Jobless_Claims,108,379,28.5,581,18.59
2,US_Empire_Manufacturing,15,379,3.96,85,17.65
2,NO_CPI_YoY,17,379,4.49,97,17.53
2,US_Trade_Balance,23,379,6.07,134,17.16
2,US_CPI_YoY,20,379,5.28,134,14.93
2,US_New_Home_Sales,17,379,4.49,119,14.29
2,NO_holiday,10,379,2.64,74,13.51
2,US_Durable_Goods_Orders,26,379,6.86,196,13.27
2,NO_Unemployment_Rate,17,379,4.49,132,12.88
2,US_SP_Global_US_Manufacturing_PMI,24,379,6.33,189,12.7
2,NO_DNBNIMA_PMI_Manufacturing,10,379,2.64,83,12.05
2,US_ISM_Manufacturing,10,379,2.64,85,11.76
2,US_ADP_Employment_Change,15,379,3.96,134,11.19
2,US_FOMC_Rate_Decision_Upper_Bound,9,379,2.37,89,10.11
2,US_CB,9,379,2.37,89,10.11
2,US_Existing_Home_Sales,11,379,2.9,112,9.82
2,US_Conf_Board_Consumer_Confidence,13,379,3.43,133,9.77
2,US_MBA_Mortgage_Applications,51,379,13.46,582,8.76
2,US_Personal_Spending,9,379,2.37,110,8.18
2,US_Personal_Income,9,379,2.37,110,8.18
2,US_U_of_Mich_Sentiment,21,379,5.54,266,7.89
2,US_MNI_Chicago_PMI,8,379,2.11,118,6.78
2,US_GDP_Annualized_QoQ,8,379,2.11,131,6.11
2,US_Housing_Starts,7,379,1.85,132,5.3
2,NO_CB,0,379,0,0,
3,NO_Deposit_Rates,25,167,14.97,79,31.65
3,US_Change_in_Nonfarm_Payrolls,25,167,14.97,134,18.66
3,US_Unemployment_Rate,25,167,14.97,134,18.66
3,US_Leading_Index,17,167,10.18,128,13.28
3,US_Trade_Balance,12,167,7.19,134,8.96
3,US_Factory_Orders,10,167,5.99,113,8.85
3,US_Initial_Jobless_Claims,50,167,29.94,581,8.61
3,US_CPI_YoY,11,167,6.59,134,8.21
3,US_holiday,4,167,2.4,51,7.84
3,US_New_Home_Sales,9,167,5.39,119,7.56
3,US_Empire_Manufacturing,6,167,3.59,85,7.06
3,US_Durable_Goods_Orders,13,167,7.78,196,6.63
3,US_Existing_Home_Sales,7,167,4.19,112,6.25
3,NO_CPI_YoY,6,167,3.59,97,6.19
3,NO_holiday,4,167,2.4,74,5.41
3,NO_Unemployment_Rate,7,167,4.19,132,5.3
3,US_SP_Global_US_Manufacturing_PMI,10,167,5.99,189,5.29
3,NO_DNBNIMA_PMI_Manufacturing,4,167,2.4,83,4.82
3,US_ISM_Manufacturing,4,167,2.4,85,4.71
3,US_GDP_Annualized_QoQ,6,167,3.59,131,4.58
3,US_Conf_Board_Consumer_Confidence,6,167,3.59,133,4.51
3,US_ADP_Employment_Change,6,167,3.59,134,4.48
3,US_U_of_Mich_Sentiment,11,167,6.59,266,4.14
3,US_MBA_Mortgage_Applications,21,167,12.57,582,3.61
3,US_MNI_Chicago_PMI,3,167,1.8,118,2.54
3,US_Housing_Starts,3,167,1.8,132,2.27
3,US_Personal_Spending,2,167,1.2,110,1.82
3,US_Personal_Income,2,167,1.2,110,1.82
3,US_FOMC_Rate_Decision_Upper_Bound,0,167,0,89,0
3,US_CB,0,167,0,89,0
3,NO_CB,0,167,0,0,
4,NO_Deposit_Rates,12,75,16,79,15.19
4,US_Leading_Index,11,75,14.67,128,8.59
4,US_Change_in_Nonfarm_Payrolls,10,75,13.33,134,7.46
4,US_Unemployment_Rate,10,75,13.33,134,7.46
4,US_CPI_YoY,8,75,10.67,134,5.97
4,US_Initial_Jobless_Claims,24,75,32,581,4.13
4,NO_CPI_YoY,4,75,5.33,97,4.12
4,NO_holiday,3,75,4,74,4.05
4,US_New_Home_Sales,4,75,5.33,119,3.36
4,US_Trade_Balance,4,75,5.33,134,2.99
4,US_Existing_Home_Sales,3,75,4,112,2.68
4,US_SP_Global_US_Manufacturing_PMI,5,75,6.67,189,2.65
4,US_Factory_Orders,3,75,4,113,2.65
4,US_U_of_Mich_Sentiment,6,75,8,266,2.26
4,US_Conf_Board_Consumer_Confidence,3,75,4,133,2.26
4,US_holiday,1,75,1.33,51,1.96
4,US_MNI_Chicago_PMI,2,75,2.67,118,1.69
4,US_GDP_Annualized_QoQ,2,75,2.67,131,1.53
4,US_Durable_Goods_Orders,3,75,4,196,1.53
4,NO_Unemployment_Rate,2,75,2.67,132,1.52
4,US_ADP_Employment_Change,2,75,2.67,134,1.49
4,US_MBA_Mortgage_Applications,8,75,10.67,582,1.37
4,NO_DNBNIMA_PMI_Manufacturing,1,75,1.33,83,1.2
4,US_ISM_Manufacturing,1,75,1.33,85,1.18
4,US_Personal_Spending,1,75,1.33,110,0.91
4,US_Personal_Income,1,75,1.33,110,0.91
4,US_Housing_Starts,1,75,1.33,132,0.76
4,US_FOMC_Rate_Decision_Upper_Bound,0,75,0,89,0
4,US_CB,0,75,0,89,0
4,US_Empire_Manufacturing,0,75,0,85,0
4,NO_CB,0,75,0,0,
