Outlier Threshold,Factor,Factor Outlier Count,Total Outlier,Factor Outlier Count (% of Outliers),Total count of Factor,Factor Outlier Count (% of Total count of Factor)
3,US_Conf_Board_Consumer_Confidence,1,30,3.33,149,0.67
3,US_Change_in_Nonfarm_Payrolls,1,30,3.33,150,0.67
3,US_Unemployment_Rate,1,30,3.33,150,0.67
3,US_MBA_Mortgage_Applications,2,30,6.67,648,0.31
3,IN_holiday,0,30,0,194,0
3,US_FOMC_Rate_Decision_Upper_Bound,0,30,0,100,0
3,US_Durable_Goods_Orders,0,30,0,210,0
3,US_Factory_Orders,0,30,0,126,0
3,IN_SP_Global_India_PMI_Mfg,0,30,0,20,0
3,US_CB,0,30,0,100,0
3,IN_CPI_YoY,0,30,0,84,0
3,US_holiday,0,30,0,55,0
4,US_Personal_Income,1,15,6.67,119,0.84
4,US_Personal_Spending,1,15,6.67,119,0.84
4,US_MNI_Chicago_PMI,1,15,6.67,130,0.77
4,US_New_Home_Sales,1,15,6.67,132,0.76
4,US_Housing_Starts,1,15,6.67,146,0.68
4,US_GDP_Annualized_QoQ,1,15,6.67,147,0.68
4,US_ADP_Employment_Change,1,15,6.67,149,0.67
4,US_Unemployment_Rate,1,15,6.67,150,0.67
4,US_Change_in_Nonfarm_Payrolls,1,15,6.67,150,0.67
4,US_Trade_Balance,1,15,6.67,150,0.67
4,US_U_of_Mich_Sentiment,2,15,13.33,297,0.67
4,US_SP_Global_US_Manufacturing_PMI,1,15,6.67,201,0.5
4,US_Initial_Jobless_Claims,2,15,13.33,649,0.31
4,US_MBA_Mortgage_Applications,1,15,6.67,648,0.15
4,US_CB,0,15,0,100,0
4,US_Existing_Home_Sales,0,15,0,126,0
4,IN_CB,0,15,0,82,0
4,US_ISM_Manufacturing,0,15,0,96,0
4,US_Factory_Orders,0,15,0,126,0
4,US_Durable_Goods_Orders,0,15,0,210,0
4,US_CPI_YoY,0,15,0,148,0
4,IN_holiday,0,15,0,194,0
4,IN_SP_Global_India_PMI_Mfg,0,15,0,20,0
4,US_Conf_Board_Consumer_Confidence,0,15,0,149,0
4,US_Empire_Manufacturing,0,15,0,96,0
4,US_holiday,0,15,0,55,0
4,US_Leading_Index,0,15,0,144,0
4,IN_CPI_YoY,0,15,0,84,0
4,IN_Industrial_Production_YoY,0,15,0,126,0
4,US_FOMC_Rate_Decision_Upper_Bound,0,15,0,100,0
4,IN_RBI_Repurchase_Rate,0,15,0,82,0
